ma_truong,ten_truong,ma_nganh,ten_nganh,chi_tieu,phuong_thuc_xet_tuyen,to_hop_mon
,TCT-Đại Học Cần Thơ,7460201,Thống kê,90,Học bạ; ĐT THPT,A00; A01; A02; B00
,TCT-Đại Học Cần Thơ,7320201,Thông tin - thư viện,60,Học bạ; ĐT THPT,A01; C01; D01; X26
,TCT-Đại Học Cần Thơ,7640101,Thú y,200,Học bạ; ĐT THPT,A02; B00; D07; X12
,TCT-Đại Học Cần Thơ,7640101C,Thú y (CTCLC),40,Học bạ; ĐT THPT,A01; B08; D07; X27
,TCT-Đại Học Cần Thơ,7340122,Thương mại điện tử,100,Học bạ; ĐT THPT,A00; A01; C02; D01
,TCT-Đại Học Cần Thơ,7460112,Toán ứng dụng,90,Học bạ; ĐT THPT,A00; A01; A02; B00
,TCT-Đại Học Cần Thơ,7480107,Trí tuệ nhân tạo,100,Học bạ; ĐT THPT,A00; A01; X06; X26
,TCT-Đại Học Cần Thơ,7229001,Triết học,80,Học bạ; ĐT THPT,C00; C19; D14; D15; X70
,TCT-Đại Học Cần Thơ,7320104,Truyền thông đa phương tiện,140,Học bạ; ĐT THPT,A00; A01; D01; X02
,TCT-Đại Học Cần Thơ,7229030,Văn học,100,Học bạ; ĐT THPT,C00; D01; D14; D15
,TCT-Đại Học Cần Thơ,7520401,Vật lý kỹ thuật,100,Học bạ; ĐT THPT,A00; A01; A02; C01
,TCT-Đại Học Cần Thơ,7310301,Xã hội học,80,Học bạ; ĐT THPT,C00; C19; D01; X70; X74
LCH-Trường Sĩ Quan Chính Trị,Đại Học Chính Trị,7310202,Xây dựng Đảng và Chính quyền Nhà nước (miền Bắc),428,ĐGNL HN,Q00
LCH-Trường Sĩ Quan Chính Trị,Đại Học Chính Trị,7310202,Xây dựng Đảng và Chính quyền Nhà nước (miền Nam),351,ĐGNL HN,Q00
,DCN-Đại Học Công Nghiệp Hà Nội,7480202,An toàn thông tin,60,Kết hợp; ĐGTD BK; ĐT THPT,A00; A01; K00; X06; X07
,DCN-Đại Học Công Nghiệp Hà Nội,74802012,Công nghệ đa phương tiện,60,Kết hợp; ĐGTD BK; ĐT THPT,A00; A01; K00; X06; X07
,DCN-Đại Học Công Nghiệp Hà Nội,7540204,Công nghệ dệt; may,180,Kết hợp; ĐGNL HN; ĐT THPT,A00; A01; A02; Q00; X05
,DCN-Đại Học Công Nghiệp Hà Nội,7510203,Công nghệ kỹ thuật cơ điện tử,280,Kết hợp; ĐGTD BK; ĐT THPT,A00; A01; K00; X06; X07
,DCN-Đại Học Công Nghiệp Hà Nội,7510203TA,Công nghệ kỹ thuật cơ điện tử (CTĐT bằng tiếng Anh),40,Kết hợp; ĐGTD BK; ĐT THPT,A00; A01; K00; X06; X07
,DCN-Đại Học Công Nghiệp Hà Nội,75102033,Công nghệ kỹ thuật cơ điện tử ô tô,60,Kết hợp; ĐGTD BK; ĐT THPT,A00; A01; K00; X06; X07
,DCN-Đại Học Công Nghiệp Hà Nội,7510201,Công nghệ kỹ thuật cơ khí,360,Kết hợp; ĐGTD BK; ĐT THPT,A00; A01; K00; X06; X07
,DCN-Đại Học Công Nghiệp Hà Nội,7510201TA,Công nghệ kỹ thuật cơ khí (CTĐT bằng tiếng Anh),40,Kết hợp; ĐGTD BK; ĐT THPT,A00; A01; K00; X06; X07
,DCN-Đại Học Công Nghiệp Hà Nội,7510301,Công nghệ kỹ thuật điện; điện tử,420,Kết hợp; ĐGTD BK; ĐT THPT,A00; A01; K00; X06; X07
,DCN-Đại Học Công Nghiệp Hà Nội,7510301TA,Công nghệ kỹ thuật điện; điện tử (CTĐT bằng tiếng Anh),40,Kết hợp; ĐGTD BK; ĐT THPT,A00; A01; K00; X06; X07
,DCN-Đại Học Công Nghiệp Hà Nội,7510302,Công nghệ kỹ thuật điện tử - viễn thông,480,Kết hợp; ĐGTD BK; ĐT THPT,A00; A01; K00; X06; X07
,DCN-Đại Học Công Nghiệp Hà Nội,7510302TA,Công nghệ kỹ thuật điện tử - viễn thông (CTĐT bằng tiếng Anh),40,Kết hợp; ĐGTD BK; ĐT THPT,A00; A01; K00; X06; X07
,DCN-Đại Học Công Nghiệp Hà Nội,75103021,Công nghệ kỹ thuật điện tử y sinh,60,Kết hợp; ĐGTD BK; ĐT THPT,A00; A01; K00; X06; X07
,DCN-Đại Học Công Nghiệp Hà Nội,7510303,Công nghệ kỹ thuật điều khiển và tự động hóa,300,Kết hợp; ĐGTD BK; ĐT THPT,A00; A01; K00; X06; X07
,DCN-Đại Học Công Nghiệp Hà Nội,7510401,Công nghệ kỹ thuật hóa học,180,Kết hợp; ĐGTD BK; ĐT THPT,A00; B00; C02; D07; K00
,DCN-Đại Học Công Nghiệp Hà Nội,75102012,Công nghệ kỹ thuật khuôn mẫu,60,Kết hợp; ĐGTD BK; ĐT THPT,A00; A01; K00; X06; X07
,DCN-Đại Học Công Nghiệp Hà Nội,7480108,Công nghệ kỹ thuật máy tính,120,Kết hợp; ĐGTD BK; ĐT THPT,A00; A01; K00; X06; X07
,DCN-Đại Học Công Nghiệp Hà Nội,7510406,Công nghệ kỹ thuật môi trường,50,Kết hợp; ĐGTD BK; ĐT THPT,A00; B00; C02; D07; K00
,DCN-Đại Học Công Nghiệp Hà Nội,7510206,Công nghệ kỹ thuật nhiệt,120,Kết hợp; ĐGTD BK; ĐT THPT,A00; A01; K00; X06; X07
,DCN-Đại Học Công Nghiệp Hà Nội,7510205,Công nghệ kỹ thuật ô tô,360,Kết hợp; ĐGTD BK; ĐT THPT,A00; A01; K00; X06; X07
,DCN-Đại Học Công Nghiệp Hà Nội,7510205TA,Công nghệ kỹ thuật ô tô (CTĐT bằng tiếng Anh),40,Kết hợp; ĐGTD BK; ĐT THPT,A00; A01; K00; X06; X07
,DCN-Đại Học Công Nghiệp Hà Nội,7420201,Công nghệ sinh học,50,Kết hợp; ĐGTD BK; ĐT THPT,A02; B00; B03; D08; K00
,DCN-Đại Học Công Nghiệp Hà Nội,7480201,Công nghệ thông tin,300,Kết hợp; ĐGTD BK; ĐT THPT,A00; A01; K00; X06; X07
,DCN-Đại Học Công Nghiệp Hà Nội,7480201TA,Công nghệ thông tin (CTĐT bằng tiếng Anh),40,Kết hợp; ĐGTD BK; ĐT THPT,A00; A01; K00; X06; X07
,DCN-Đại Học Công Nghiệp Hà Nội,7540101,Công nghệ thực phẩm,120,Kết hợp; ĐGTD BK; ĐT THPT,A00; B00; C02; D07; K00
,DCN-Đại Học Công Nghiệp Hà Nội,7510402,Công nghệ vật liệu,40,Kết hợp; ĐGTD BK; ĐT THPT,A00; B00; C02; D07; K00
,DCN-Đại Học Công Nghiệp Hà Nội,7540203,Công nghệ vật liệu dệt; may,50,Kết hợp; ĐGNL HN; ĐT THPT,A00; A01; A02; Q00; X05
,DCN-Đại Học Công Nghiệp Hà Nội,7810101,Du lịch,140,Kết hợp; ĐGNL HN; ĐT THPT,D01; D14; D15; Q00
,DCN-Đại Học Công Nghiệp Hà Nội,7810101TA,Du lịch (CTĐT bằng tiếng Anh),40,Kết hợp; ĐGNL HN; ĐT THPT,D01; D14; D15; Q00
,DCN-Đại Học Công Nghiệp Hà Nội,7480104,Hệ thống thông tin,120,Kết hợp; ĐGTD BK; ĐT THPT,A00; A01; K00; X06; X07
,DCN-Đại Học Công Nghiệp Hà Nội,7720203,Hóa dược,60,Kết hợp; ĐGTD BK; ĐT THPT,A00; B00; C02; D07; K00
,DCN-Đại Học Công Nghiệp Hà Nội,7340301,Kế toán,460,Kết hợp; ĐGNL HN; ĐT THPT,A01; D01; Q00; X25
,DCN-Đại Học Công Nghiệp Hà Nội,7340301TA,Kế toán (CTĐT bằng tiếng Anh),40,Kết hợp; ĐGNL HN; ĐT THPT,A01; D01; Q00; X25
,DCN-Đại Học Công Nghiệp Hà Nội,7480101,Khoa học máy tính,120,Kết hợp; ĐGTD BK; ĐT THPT,A00; A01; K00; X06; X07
,DCN-Đại Học Công Nghiệp Hà Nội,7480101TA,Khoa học máy tính (CTĐT bằng tiếng Anh),40,Kết hợp; ĐGTD BK; ĐT THPT,A00; A01; K00; X06; X07
,DCN-Đại Học Công Nghiệp Hà Nội,7340302,Kiểm toán,120,Kết hợp; ĐGNL HN; ĐT THPT,A01; D01; Q00; X25
,DCN-Đại Học Công Nghiệp Hà Nội,7310104,Kinh tế đầu tư,60,Kết hợp; ĐGNL HN; ĐT THPT,A01; D01; Q00; X25
,DCN-Đại Học Công Nghiệp Hà Nội,7520116,Kỹ thuật cơ khí động lực,60,Kết hợp; ĐGTD BK; ĐT THPT,A00; A01; K00; X06; X07
,DCN-Đại Học Công Nghiệp Hà Nội,7520118,Kỹ thuật hệ thống công nghiệp,60,Kết hợp; ĐGTD BK; ĐT THPT,A00; A01; K00; X06; X07
,DCN-Đại Học Công Nghiệp Hà Nội,7510251,Kỹ thuật ô tô và năng lượng mới,40,Kết hợp; ĐGTD BK; ĐT THPT,A00; A01; K00; X06; X07
,DCN-Đại Học Công Nghiệp Hà Nội,7480103,Kỹ thuật phần mềm,240,Kết hợp; ĐGTD BK; ĐT THPT,A00; A01; K00; X06; X07
,DCN-Đại Học Công Nghiệp Hà Nội,75103031,Kỹ thuật sản xuất thông minh,60,Kết hợp; ĐGTD BK; ĐT THPT,A00; A01; K00; X06; X07
,DCN-Đại Học Công Nghiệp Hà Nội,7510605,Logistics và quản lý chuỗi cung ứng,120,Kết hợp; ĐGNL HN; ĐT THPT,A01; D01; Q00; X25
,DCN-Đại Học Công Nghiệp Hà Nội,7480102,Mạng máy tính và truyền thông dữ liệu,70,Kết hợp; ĐGTD BK; ĐT THPT,A00; A01; K00; X06; X07
,DCN-Đại Học Công Nghiệp Hà Nội,7340115,Marketing,120,Kết hợp; ĐGNL HN; ĐT THPT,A01; D01; Q00; X25
,DCN-Đại Học Công Nghiệp Hà Nội,7340115TA,Marketing (CTĐT bằng tiếng Anh),40,Kết hợp; ĐGNL HN; ĐT THPT,A01; D01; Q00; X25
,DCN-Đại Học Công Nghiệp Hà Nội,75190071,Năng lượng tái tạo,60,Kết hợp; ĐGTD BK; ĐT THPT,A00; A01; K00; X06; X07
,DCN-Đại Học Công Nghiệp Hà Nội,7220201,Ngôn ngữ Anh,200,Kết hợp; ĐT THPT,D01
,DCN-Đại Học Công Nghiệp Hà Nội,7220210,Ngôn ngữ Hàn Quốc,70,Kết hợp; ĐT THPT,D01; DD2
,DCN-Đại Học Công Nghiệp Hà Nội,7229020,Ngôn ngữ học,50,Kết hợp; ĐT THPT,D01; D14
,DCN-Đại Học Công Nghiệp Hà Nội,7220209,Ngôn ngữ Nhật,70,Kết hợp; ĐT THPT,D01; D06
,DCN-Đại Học Công Nghiệp Hà Nội,7220204,Ngôn ngữ Trung Quốc,150,Kết hợp; ĐT THPT,D01; D04
,DCN-Đại Học Công Nghiệp Hà Nội,73401012,Phân tích dữ liệu kinh doanh,120,Kết hợp; ĐGNL HN; ĐT THPT,A01; D01; Q00; X25
,DCN-Đại Học Công Nghiệp Hà Nội,7810103,Quản trị dịch vụ du lịch và lữ hành,130,Kết hợp; ĐGNL HN; ĐT THPT,D01; D14; D15; Q00
,DCN-Đại Học Công Nghiệp Hà Nội,7810103TA,Quản trị dịch vụ du lịch và lữ hành (CTĐT bằng tiếng Anh),60,Kết hợp; ĐGNL HN; ĐT THPT,D01; D14; D15; Q00
,DCN-Đại Học Công Nghiệp Hà Nội,7810201,Quản trị khách sạn,130,Kết hợp; ĐGNL HN; ĐT THPT,D01; D14; D15; Q00
,DCN-Đại Học Công Nghiệp Hà Nội,7810201TA,Quản trị khách sạn (CTĐT bằng tiếng Anh),40,Kết hợp; ĐGNL HN; ĐT THPT,D01; D14; D15; Q00
,DCN-Đại Học Công Nghiệp Hà Nội,7340101,Quản trị kinh doanh,260,Kết hợp; ĐGNL HN; ĐT THPT,A01; D01; Q00; X25
,DCN-Đại Học Công Nghiệp Hà Nội,7340101TA,Quản trị kinh doanh (CTĐT bằng Tiếng Anh),40,Kết hợp; ĐGNL HN; ĐT THPT,A01; D01; Q00; X25
,DCN-Đại Học Công Nghiệp Hà Nội,7810202,Quản trị nhà hàng và dịch vụ ăn uống,60,Kết hợp; ĐGNL HN; ĐT THPT,D01; D14; D15; Q00
,DCN-Đại Học Công Nghiệp Hà Nội,7810202TA,Quản trị nhà hàng và dịch vụ ăn uống (CTĐT bằng tiếng Anh),20,Kết hợp; ĐGNL HN; ĐT THPT,D01; D14; D15; Q00
,DCN-Đại Học Công Nghiệp Hà Nội,7340404,Quản trị nhân lực,120,Kết hợp; ĐGNL HN; ĐT THPT,A01; D01; Q00; X25
,DCN-Đại Học Công Nghiệp Hà Nội,7340406,Quản trị văn phòng,120,Kết hợp; ĐGNL HN; ĐT THPT,A01; D01; Q00; X25
,DCN-Đại Học Công Nghiệp Hà Nội,75102032,Robot và trí tuệ nhân tạo,60,Kết hợp; ĐGTD BK; ĐT THPT,A00; A01; K00; X06; X07
,DCN-Đại Học Công Nghiệp Hà Nội,7340201,Tài chính - Ngân hàng,180,Kết hợp; ĐGNL HN; ĐT THPT,A01; D01; Q00; X25
,DCN-Đại Học Công Nghiệp Hà Nội,7340201TA,Tài chính - Ngân hàng (CTĐT bằng Tiếng Anh),40,Kết hợp; ĐGNL HN; ĐT THPT,A01; D01; Q00; X25
,DCN-Đại Học Công Nghiệp Hà Nội,75102013,Thiết kế cơ khí và kiểu dáng công nghiệp,60,Kết hợp; ĐGTD BK; ĐT THPT,A00; A01; K00; X06; X07
,DCN-Đại Học Công Nghiệp Hà Nội,7210404,Thiết kế thời trang,60,Kết hợp; ĐGNL HN; ĐT THPT,C01; C03; C04; D01; Q00
,DCN-Đại Học Công Nghiệp Hà Nội,74801012,Trí tuệ nhân tạo,60,Kết hợp; ĐGTD BK; ĐT THPT,A00; A01; K00; X06; X07
,DCN-Đại Học Công Nghiệp Hà Nội,7310612,Trung Quốc học,50,Kết hợp; ĐT THPT,D01; D04
,DCN-Đại Học Công Nghiệp Hà Nội,74801081,Vi mạch bán dẫn,100,Kết hợp; ĐGTD BK; ĐT THPT,A00; A01; K00; X06; X07
VKU-Trường Đại học Công nghệ Thông tin và Truyền thông Việt Hàn,Đại học Đà Nẵng,7480202,An toàn thông tin (kỹ sư),0,Kết hợp,A00; A01; D01; D07; X06; X26
DDS-Trường Đại Học Sư Phạm,Đại Học Đà Nẵng,7320101,Báo chí,0,ĐGNL SPHN; ĐT THPT,C00; C03; D14
DDS-Trường Đại Học Sư Phạm,Đại Học Đà Nẵng,7140103,Công nghệ giáo dục,0,ĐGNL SPHN; ĐT THPT,C01; C02; D01; X02; X03
DSK-Trường Đại học Sư phạm Kỹ thuật,Đại học Đà Nẵng,7510203,Công nghệ kỹ thuật cơ điện tử,160,Kết hợp,A00; A01; C01; D01; X06; X07
DSK-Trường Đại học Sư phạm Kỹ thuật,Đại học Đà Nẵng,7510201,Công nghệ kỹ thuật cơ khí (chuyên ngành Cơ khí chế tạo),125,Kết hợp,A00; A01; C01; D01; X06; X07
DSK-Trường Đại học Sư phạm Kỹ thuật,Đại học Đà Nẵng,7510201A,Công nghệ kỹ thuật cơ khí (chuyên ngành Thiết kế và mô phỏng số trong cơ khí),45,Kết hợp,A00; A01; C01; D01; X06; X07
DSK-Trường Đại học Sư phạm Kỹ thuật,Đại học Đà Nẵng,7510301B,"Công nghệ kỹ thuật điện, điện tử (chuyên ngành Công nghệ kỹ thuật điện)",90,Kết hợp,A00; A01; C01; D01; X06; X07
DSK-Trường Đại học Sư phạm Kỹ thuật,Đại học Đà Nẵng,7510301A,"Công nghệ kỹ thuật điện, điện tử (chuyên ngành Công nghệ kỹ thuật điện tử)",80,Kết hợp,A00; A01; C01; D01; X06; X07
DSK-Trường Đại học Sư phạm Kỹ thuật,Đại học Đà Nẵng,7510302,"Công nghệ kỹ thuật điện, viễn thông",70,Kết hợp,A00; A01; C01; D01; X06; X07
DSK-Trường Đại học Sư phạm Kỹ thuật,Đại học Đà Nẵng,7510302A,"Công nghệ kỹ thuật điện, viễn thông (chuyên ngành Thiết kế vi mạch bán dẫn)",60,Kết hợp,A00; A01; C01; X06; X07
DSK-Trường Đại học Sư phạm Kỹ thuật,Đại học Đà Nẵng,7510303,Công nghệ kỹ thuật điều khiển và tự động hóa,150,Kết hợp,A00; A01; C01; D01; X06; X07
DSK-Trường Đại học Sư phạm Kỹ thuật,Đại học Đà Nẵng,7510303KT,Công nghệ kỹ thuật điều khiển và tự động hóa (đào tạo 02 năm đầu tại Kon Tum),30,Kết hợp,A00; A01; C01; D01; X06; X07
DSK-Trường Đại học Sư phạm Kỹ thuật,Đại học Đà Nẵng,7510104,Công nghệ kỹ thuật giao thông (chuyên ngành Xây dựng cầu đường),40,Kết hợp,A00; A01; C01; C04; D01; X02
DSK-Trường Đại học Sư phạm Kỹ thuật,Đại học Đà Nẵng,7510401A,Công nghệ kỹ thuật hóa học,40,Kết hợp,A00; A01; B00; C02; D01; D07
DSK-Trường Đại học Sư phạm Kỹ thuật,Đại học Đà Nẵng,7510101,Công nghệ kỹ thuật kiến trúc,80,Kết hợp,A00; A01; D01; V00; V01; V02
VKU-Trường Đại học Công nghệ Thông tin và Truyền thông Việt Hàn,Đại học Đà Nẵng,7480108PT,"Công nghệ kỹ thuật máy tính
- chuyên ngành Đóng gói và kiểm thử vi mạch bán dẫn (kỹ sư)",0,Kết hợp,A00; A01; C01; D07; X06; X26
VKU-Trường Đại học Công nghệ Thông tin và Truyền thông Việt Hàn,Đại học Đà Nẵng,7480108AS,"Công nghệ kỹ thuật máy tính
- chuyên ngành Kỹ thuật phần mềm ô tô (kỹ sư)",0,Kết hợp,A00; A01; D01; D07; X06; X26
VKU-Trường Đại học Công nghệ Thông tin và Truyền thông Việt Hàn,Đại học Đà Nẵng,7480108UA,"Công nghệ kỹ thuật máy tính
- chuyên ngành Thiết bị bay không người lái (kỹ sư)",0,Kết hợp,A00; A01; D01; D07; X06; X26
VKU-Trường Đại học Công nghệ Thông tin và Truyền thông Việt Hàn,Đại học Đà Nẵng,7480108IC,"Công nghệ kỹ thuật máy tính
- chuyên ngành Thiết kế vi mạch bán dẫn (kỹ sư)",0,Kết hợp,A00; A01; C01; D07; X06; X26
VKU-Trường Đại học Công nghệ Thông tin và Truyền thông Việt Hàn,Đại học Đà Nẵng,7480108B,Công nghệ kỹ thuật máy tính (cử nhân),0,Kết hợp,A00; A01; D01; D07; X06; X26
VKU-Trường Đại học Công nghệ Thông tin và Truyền thông Việt Hàn,Đại học Đà Nẵng,7480108,Công nghệ kỹ thuật máy tính (kỹ sư),0,Kết hợp,A00; A01; D01; D07; X06; X26
DSK-Trường Đại học Sư phạm Kỹ thuật,Đại học Đà Nẵng,7510406,Công nghệ kỹ thuật môi trường,40,Kết hợp,A00; A01; B00; C02; D01; D07
DSK-Trường Đại học Sư phạm Kỹ thuật,Đại học Đà Nẵng,7510206,Công nghệ kỹ thuật nhiệt (chuyên ngành Nhiệt - Điện lạnh),90,Kết hợp,A00; A01; C01; D01; X06; X07
DSK-Trường Đại học Sư phạm Kỹ thuật,Đại học Đà Nẵng,7510205,Công nghệ kỹ thuật ô tô,110,Kết hợp,A00; A01; C01; D01; X06; X07
DSK-Trường Đại học Sư phạm Kỹ thuật,Đại học Đà Nẵng,7510205A,Công nghệ kỹ thuật ô tô (chuyên ngành Ô tô điện),50,Kết hợp,A00; A01; C01; D01; X06; X07
DSK-Trường Đại học Sư phạm Kỹ thuật,Đại học Đà Nẵng,7510205KT,Công nghệ kỹ thuật ô tô (đào tạo 02 năm đầu tại Kon Tum),30,Kết hợp,A00; A01; C01; D01; X06; X07
DSK-Trường Đại học Sư phạm Kỹ thuật,Đại học Đà Nẵng,7510103,Công nghệ kỹ thuật xây dựng (chuyên ngành Xây dựng dân dụng & Công nghiệp),150,Kết hợp,A00; A01; C01; C04; D01; X02
DDS-Trường Đại Học Sư Phạm,Đại Học Đà Nẵng,7420201,Công nghệ Sinh học,0; 40,Học bạ; Kết hợp; V-SAT; ĐGNL SPHN; ĐT THPT,A00; A02; B00; B03; B08; D01; D07; X14
VKU-Trường Đại học Công nghệ Thông tin và Truyền thông Việt Hàn,Đại học Đà Nẵng,7340205,Công nghệ Tài chính (cử nhân),0,Kết hợp,C00; D01; D09; D10; D66; X26; X78
DDS-Trường Đại Học Sư Phạm,Đại Học Đà Nẵng,7480201,Công nghệ thông tin,0; 150,Kết hợp; ĐGNL SPHN; ĐT THPT,A00; A01; C01; X06; X10; X26
VKU-Trường Đại học Công nghệ Thông tin và Truyền thông Việt Hàn,Đại học Đà Nẵng,7480201GT,Công nghệ thông tin - chuyên ngành Công nghệ Game (kỹ sư),0,Kết hợp,A00; A01; D01; D07; X06; X26
VKU-Trường Đại học Công nghệ Thông tin và Truyền thông Việt Hàn,Đại học Đà Nẵng,7480201B,Công nghệ thông tin (cử nhân),0,Kết hợp,A00; A01; D01; D07; X06; X26
VKU-Trường Đại học Công nghệ Thông tin và Truyền thông Việt Hàn,Đại học Đà Nẵng,7480201,Công nghệ thông tin (kỹ sư),0,Kết hợp,A00; A01; D01; D07; X06; X26
VKU-Trường Đại học Công nghệ Thông tin và Truyền thông Việt Hàn,Đại học Đà Nẵng,7320106DA,Công nghệ truyền thông - chuyên ngành Thiết kế mỹ thuật số (cử nhân),0,Kết hợp,C00; D01; D09; D10; D66; X26; X78
VKU-Trường Đại học Công nghệ Thông tin và Truyền thông Việt Hàn,Đại học Đà Nẵng,7320106,Công nghệ truyền thông (cử nhân),0,Kết hợp,C00; D01; D09; D10; D66; X26; X78
DDV-Viện nghiên cứu và đào tạo Việt Anh,Đại học Đà Nẵng,7510402,Công nghệ vật liệu,15,Học bạ; Kết hợp; V-SAT; ĐT THPT,A00; A01; B00; C01; D01; X09
DSK-Trường Đại học Sư phạm Kỹ thuật,Đại học Đà Nẵng,7510402,Công nghệ vật liệu (chuyên ngành Hóa học Vật liệu mới),60,Kết hợp,A00; A01; B00; C02; D01; D07
DDS-Trường Đại Học Sư Phạm,Đại Học Đà Nẵng,7760101,Công tác xã hội,0,ĐGNL SPHN; ĐT THPT,B03; C02; C03; C04; C14; D01; X01
DDS-Trường Đại Học Sư Phạm,Đại Học Đà Nẵng,7310501,Địa lý du lịch/Địa lý học,0,ĐGNL SPHN; ĐT THPT,C00; C04; C20; X74
DDS-Trường Đại Học Sư Phạm,Đại Học Đà Nẵng,7140205,Giáo dục Chính trị,0,ĐGNL SPHN; ĐT THPT,C00; C03; C19; X70
DDS-Trường Đại Học Sư Phạm,Đại Học Đà Nẵng,7140204,Giáo dục Công dân,0,ĐGNL SPHN; ĐT THPT,C00; C03; C19; X70
DDS-Trường Đại Học Sư Phạm,Đại Học Đà Nẵng,7140201,Giáo dục Mầm non,0,ĐGNL SPHN; ĐT THPT,M01; M09
DDS-Trường Đại Học Sư Phạm,Đại Học Đà Nẵng,7140248,Giáo dục Pháp luật,0,ĐGNL SPHN; ĐT THPT,C03; C04; C14; X01
DDS-Trường Đại Học Sư Phạm,Đại Học Đà Nẵng,7140206,Giáo dục thể chất,0,ĐGNL SPHN; ĐT THPT,T01; T08
DDS-Trường Đại Học Sư Phạm,Đại Học Đà Nẵng,7140202,Giáo dục Tiểu học,0,ĐGNL SPHN; ĐT THPT,C03; C04; D01; X02; X03
DDS-Trường Đại Học Sư Phạm,Đại Học Đà Nẵng,7760103,Hỗ trợ giáo dục người khuyết tật,0,ĐGNL SPHN; ĐT THPT,B03; C02; C03; C04; C14; D01; X01
DDS-Trường Đại Học Sư Phạm,Đại Học Đà Nẵng,7440112A,Hóa Dược/Hóa học,0,ĐGNL SPHN; ĐT THPT,A00; B00; C02; D07; X11
DDS-Trường Đại Học Sư Phạm,Đại Học Đà Nẵng,7440112B,"Hóa phân tích
- Ứng dụng/Hóa học",0,ĐGNL SPHN; ĐT THPT,A00; B00; C02; D07; X11
DDS-Trường Đại Học Sư Phạm,Đại Học Đà Nẵng,7460108,Khoa học dữ liệu,0,ĐGNL SPHN; ĐT THPT,C01; D01; X02
DDV-Viện nghiên cứu và đào tạo Việt Anh,Đại học Đà Nẵng,7480101-CS,Khoa học Máy tính,60,Học bạ; Kết hợp; V-SAT; ĐT THPT,A00; A01; D01; D07; X02; X06; X26
DDV-Viện nghiên cứu và đào tạo Việt Anh,Đại học Đà Nẵng,7480101-SE,Khoa học Máy tính – Chuyên ngành Công nghệ Phần mềm,75,Học bạ; Kết hợp; V-SAT; ĐT THPT,A00; A01; D01; D07; X02; X06; X26
DDV-Viện nghiên cứu và đào tạo Việt Anh,Đại học Đà Nẵng,7420204,Khoa học Y Sinh,30,Học bạ; Kết hợp; V-SAT; ĐT THPT,A00; B00; B03; B08; D01; D07
DDV-Viện nghiên cứu và đào tạo Việt Anh,Đại học Đà Nẵng,7340120,Kinh doanh Quốc tế,250,Học bạ; Kết hợp; V-SAT; ĐT THPT,A01; A07; D01; D07; D09; D10; X25
DSK-Trường Đại học Sư phạm Kỹ thuật,Đại học Đà Nẵng,7580210,Kỹ thuật cơ sở hạ tầng (chuyên ngành Xây dựng hạ tầng đô thị),40,Kết hợp,A00; A01; C01; C04; D01; X02
DDV-Viện nghiên cứu và đào tạo Việt Anh,Đại học Đà Nẵng,7480106,Kỹ thuật máy tính,40,Học bạ; Kết hợp; V-SAT; ĐT THPT,A00; A01; D01; D07; X02; X06; X26
DSK-Trường Đại học Sư phạm Kỹ thuật,Đại học Đà Nẵng,7540102,Kỹ thuật thực phẩm,50,Kết hợp,A00; A01; B00; C02; D01; D07
